Shortname,Name,Paper,solvus,solidus,liquidus,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-21.3Ni-9.3Al-21.1Cr-4.7W,21Cr-21Ni-A,"Yan, H. Y., Vorontsov, V. A. & Dye, D. Alloying effects in polycrystalline ?? strengthened Co-Al-W base alloys. Intermetallics 48, 44–53 (2014).",837,,,,43.6,21.3,9.3,21.1,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.4Al-13.2Cr-7.1W,13Cr,"Yan, H. Y., Vorontsov, V. A. & Dye, D. Alloying effects in polycrystalline ?? strengthened Co-Al-W base alloys. Intermetallics 48, 44–53 (2014).",835,,,,72.3,0,7.4,13.2,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.4Ni-7.7Al-3.W-4.2V,6Ni-4V,"Yan, H. Y., Vorontsov, V. A. & Dye, D. Alloying effects in polycrystalline ?? strengthened Co-Al-W base alloys. Intermetallics 48, 44–53 (2014).",830,,,,78.7,6.4,7.7,0,3,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.3Al-4.8W-2.1V,2V,"Yan, H. Y., Vorontsov, V. A. & Dye, D. Alloying effects in polycrystalline ?? strengthened Co-Al-W base alloys. Intermetallics 48, 44–53 (2014).",825,,,,85.8,0,7.3,0,4.8,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-21.7Ni-6.9Al-21.5Cr-7.3W,21Cr-21Ni,"Yan, H. Y., Vorontsov, V. A. & Dye, D. Alloying effects in polycrystalline ?? strengthened Co-Al-W base alloys. Intermetallics 48, 44–53 (2014).",815,,,,42.6,21.7,6.9,21.5,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.2Al-4.7W-1.8Mo,2Mo,"Yan, H. Y., Vorontsov, V. A. & Dye, D. Alloying effects in polycrystalline ?? strengthened Co-Al-W base alloys. Intermetallics 48, 44–53 (2014).",804,,,,86.3,0,7.2,0,4.7,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.5Al-17.3Cr-7.W,17Cr,"Yan, H. Y., Vorontsov, V. A. & Dye, D. Alloying effects in polycrystalline ?? strengthened Co-Al-W base alloys. Intermetallics 48, 44–53 (2014).",778,,,,68.2,0,7.5,17.3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-19.5Fe-7.3Al-7.W,20Fe,"Yan, H. Y., Vorontsov, V. A. & Dye, D. Alloying effects in polycrystalline ?? strengthened Co-Al-W base alloys. Intermetallics 48, 44–53 (2014).",778,,,,66.2,0,7.3,0,7,0,0,0,0,0,0,0,0,0,0,0,19.5,0,0,0,0,0,0,0,0
Co-10.9Ni-8.5Al-21.Cr-5.5W,21Cr-11Ni-A,"Yan, H. Y., Vorontsov, V. A. & Dye, D. Alloying effects in polycrystalline ?? strengthened Co-Al-W base alloys. Intermetallics 48, 44–53 (2014).",778,,,,54.1,10.9,8.5,21,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-11.1Ni-7.5Al-20.8Cr-7.2W,21Cr-11Ni,"Yan, H. Y., Vorontsov, V. A. & Dye, D. Alloying effects in polycrystalline ?? strengthened Co-Al-W base alloys. Intermetallics 48, 44–53 (2014).",777,,,,53.4,11.1,7.5,20.8,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.6Al-21.3Cr-7.2W,21Cr,"Yan, H. Y., Vorontsov, V. A. & Dye, D. Alloying effects in polycrystalline ?? strengthened Co-Al-W base alloys. Intermetallics 48, 44–53 (2014).",726,,,,63.9,0,7.6,21.3,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-10.W-2.Si,FC-2.0,"Yeh, A. C., Wang, S. C., Cheng, C. F., Chang, Y. J. & Chang, S. C. Oxidation Behaviour of Si-Bearing Co-Based Alloys. Oxid. Met. 86, 99–112 (2016).",1113,,,,48,30,10,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-10.W-1.5Si,FC-1.5,"Yeh, A. C., Wang, S. C., Cheng, C. F., Chang, Y. J. & Chang, S. C. Oxidation Behaviour of Si-Bearing Co-Based Alloys. Oxid. Met. 86, 99–112 (2016).",1104,,,,48.5,30,10,0,10,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-10.W-1.Si,FC-1.0,"Yeh, A. C., Wang, S. C., Cheng, C. F., Chang, Y. J. & Chang, S. C. Oxidation Behaviour of Si-Bearing Co-Based Alloys. Oxid. Met. 86, 99–112 (2016).",1091,,,,49,30,10,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-10.W-0.5Si,FC-0.5,"Yeh, A. C., Wang, S. C., Cheng, C. F., Chang, Y. J. & Chang, S. C. Oxidation Behaviour of Si-Bearing Co-Based Alloys. Oxid. Met. 86, 99–112 (2016).",1075,,,,49.5,30,10,0,10,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-10.W-0.Si,FC-0.0,"Yeh, A. C., Wang, S. C., Cheng, C. F., Chang, Y. J. & Chang, S. C. Oxidation Behaviour of Si-Bearing Co-Based Alloys. Oxid. Met. 86, 99–112 (2016).",1057,,,,50,30,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-10.Al-5.W-2.Si,CS-4,"Yeh, A. C., Wang, S. C., Cheng, C. F., Chang, Y. J. & Chang, S. C. Oxidation Behaviour of Si-Bearing Co-Based Alloys. Oxid. Met. 86, 99–112 (2016).",998,,,,53,30,10,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Co-3.Al-2.6W-13.5Ti,Co-13Ti-3W-3Al,"Yoo, B., Im, H. J., Seol, J. B. & Choi, P. P. On the microstructural evolution and partitioning behavior of L12-structured ??-based Co-Ti-W alloys upon Cr and Al alloying. Intermetallics 104, 97–102 (2019).",1169,1209,1311,,80.9,0,3,0,2.6,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.1Ni-2.7W-13.2Ti,Co-13Ti-3W-2Cr,"Yoo, B., Im, H. J., Seol, J. B. & Choi, P. P. On the microstructural evolution and partitioning behavior of L12-structured ??-based Co-Ti-W alloys upon Cr and Al alloying. Intermetallics 104, 97–102 (2019).",1158,1199,1315,,82,2.1,0,0,2.7,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.2Ni-4.9W-12.7Ti,Co-13Ti-3W-4Cr,"Yoo, B., Im, H. J., Seol, J. B. & Choi, P. P. On the microstructural evolution and partitioning behavior of L12-structured ??-based Co-Ti-W alloys upon Cr and Al alloying. Intermetallics 104, 97–102 (2019).",1157,1192,1313,,78.2,4.2,0,0,4.9,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-5.6Al-2.6W-13.3Ti,Co-13Ti-3W-6Al,"Yoo, B., Im, H. J., Seol, J. B. & Choi, P. P. On the microstructural evolution and partitioning behavior of L12-structured ??-based Co-Ti-W alloys upon Cr and Al alloying. Intermetallics 104, 97–102 (2019).",1153,1202,1311,,78.5,0,5.6,0,2.6,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-3.1W-14.7Ti,Co-15Ti-3W,"Yoo, B., Im, H. J., Seol, J. B. & Choi, P. P. On the microstructural evolution and partitioning behavior of L12-structured ??-based Co-Ti-W alloys upon Cr and Al alloying. Intermetallics 104, 97–102 (2019).",1144,1216,1318,,82.2,0,0,0,3.1,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.8Ti-8.3V-1.1Mo,Co-8V-8Ti-2Ta,"Yu, J. et al. A two-stage predicting model for ?? solvus temperature of L12-strengthened Co-base superalloys based on machine learning. Intermetallics 110, 106466 (2019).",1132,,,,83.81,0,0,0,0,6.75,0,0,8.33,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Ti-1.Nb-9.4V,Co-8V-8Ti-2Nb,"Yu, J. et al. A two-stage predicting model for ?? solvus temperature of L12-strengthened Co-base superalloys based on machine learning. Intermetallics 110, 106466 (2019).",1113,,,,82.62,0,0,0,0,7.01,0,0.95,9.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.6Ti-8.3V-2.Mo,Co-8V-8Ti-2Mo,"Yu, J. et al. A two-stage predicting model for ?? solvus temperature of L12-strengthened Co-base superalloys based on machine learning. Intermetallics 110, 106466 (2019).",1108,,,,82.12,0,0,0,0,7.63,0,0,8.3,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.Ti-8.V,Co-8V-8Ti,"Yu, J. et al. A two-stage predicting model for ?? solvus temperature of L12-strengthened Co-base superalloys based on machine learning. Intermetallics 110, 106466 (2019).",1084,,,,84,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.7Ti-8.3V-0.9Mo,Co-8V-8Ti-2W,"Yu, J. et al. A two-stage predicting model for ?? solvus temperature of L12-strengthened Co-base superalloys based on machine learning. Intermetallics 110, 106466 (2019).",1084,,,,83.06,0,0,0,0,7.71,0,0,8.3,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-25.Ni-9.Al-5.Cr-6.W-4.Ti-2.Ta-1.V,wang #4,"Yu, J., Wang, C., Chen, Y., Wang, C. & Liu, X. Accelerated design of L12-strengthened co-base Superalloys based on machine learning of experimental data. Mater. Des. 108996 (2020) doi:10.1016/j.matdes.2020.108996.",1233,,,,48,25,9,5,6,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-25.Ni-9.Al-5.Cr-5.W-4.Ti-2.Ta-1.Nb-1.V,wang #6,"Yu, J., Wang, C., Chen, Y., Wang, C. & Liu, X. Accelerated design of L12-strengthened co-base Superalloys based on machine learning of experimental data. Mater. Des. 108996 (2020) doi:10.1016/j.matdes.2020.108996.",1230,,,,48,25,9,5,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-25.Ni-9.Al-5.Cr-6.W-4.Ti-2.Ta-1.Nb,wang #5,"Yu, J., Wang, C., Chen, Y., Wang, C. & Liu, X. Accelerated design of L12-strengthened co-base Superalloys based on machine learning of experimental data. Mater. Des. 108996 (2020) doi:10.1016/j.matdes.2020.108996.",1229,,,,48,25,9,5,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-9.Al-6.W-4.Ti-2.Ta-1.V,wang #2,"Yu, J., Wang, C., Chen, Y., Wang, C. & Liu, X. Accelerated design of L12-strengthened co-base Superalloys based on machine learning of experimental data. Mater. Des. 108996 (2020) doi:10.1016/j.matdes.2020.108996.",1215,,,,48,30,9,0,6,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-8.Al-6.W-4.Ti-2.Ta-1.Nb-1.V,wang #1,"Yu, J., Wang, C., Chen, Y., Wang, C. & Liu, X. Accelerated design of L12-strengthened co-base Superalloys based on machine learning of experimental data. Mater. Des. 108996 (2020) doi:10.1016/j.matdes.2020.108996.",1200,,,,48,30,8,0,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-8.Al-6.W-4.Ti-2.Ta-1.Nb,wang #3,"Yu, J., Wang, C., Chen, Y., Wang, C. & Liu, X. Accelerated design of L12-strengthened co-base Superalloys based on machine learning of experimental data. Mater. Des. 108996 (2020) doi:10.1016/j.matdes.2020.108996.",1198,,,,49,30,8,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti,CTC-1,"Zenk, C. H. et al. A novel type of Co–Ti–Cr-base ?/?? superalloys with low mass density. Acta Mater. 135, 244–251 (2017).",1135,1153,1327,,74,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.5Ni-9.Al-8.Cr-9.W-0.04B,NC50,"Zenk, C. H. et al. Intermediate Co/Ni-base model superalloys - Thermophysical properties, creep and oxidation. Scr. Mater. 112, 83–86 (2016).",1038,1410,1452,,36.46,37.5,9,8,9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.8Ni-9.Al-8.Cr-9.W-0.04B,NC75,"Zenk, C. H. et al. Intermediate Co/Ni-base model superalloys - Thermophysical properties, creep and oxidation. Scr. Mater. 112, 83–86 (2016).",975,1412,1454,,55.16,18.8,9,8,9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-8.Cr-9.W-0.04B,NC100,"Zenk, C. H. et al. Intermediate Co/Ni-base model superalloys - Thermophysical properties, creep and oxidation. Scr. Mater. 112, 83–86 (2016).",951,1413,1456,,73.96,0,9,8,9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-37.5Ni-9.Al-8.Cr-7.3W-0.04B,ERBO-NC50_8Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",1040,1410,1452,,38.16,37.5,9,8,7.3,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-41.5Ni-9.6Al-7.4W-0.04B,ERBO-NC50_0Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",1027,1445,1479,,41.48,41.5,9.6,0,7.38,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.8Ni-9.2Al-7.4W-0.04B,ERBO-NC75_0Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",984,1447,1477,,62.6,20.75,9.2,0,7.41,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-18.8Ni-9.2Al-8.Cr-7.6W-0.04B,ERBO-NC75_8Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",975,1422,1455,,56.41,18.75,9.2,8,7.6,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.4Al-7.5W-0.04B,ERBO-NC100_0Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",958,1447,1477,,83.03,0,9.4,0,7.53,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.7Al-8.Cr-7.9W-0.04B,ERBO-NC100_8Cr,"Zenk, C. H. et al. The role of the base element in ? strengthened cobalt/nickel-base superalloys. Proc. Int. Symp. Superalloys 2016-Janua, 971–980 (2016).",950,1412,1452,,75.36,0,8.7,8,7.9,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
Co-1.4Al-1.3W-10.3Ti,WF,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",1037,1274,1357,,87,0,1.4,0,1.3,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.8Al-2.5W-8.5Ti,WE,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",1035,1276,1383,,86.2,0,2.8,0,2.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.5Al-4.1W-6.1Ti,WD,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",1032,1322,1414,,85.3,0,4.5,0,4.1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-6.1W-3.7Ti,WC,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",1017,1365,1435,,83.2,0,7,0,6.1,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.4Al-7.5W-1.9Ti,WB,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",1009,1397,1458,,82.2,0,8.4,0,7.5,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.9Al-8.8W,WA,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",991,1446,--,,81.3,0,9.9,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-30.Ni-4.1Al-12.Cr-2.W-4.9Ti-1.Ta-1.6Mo-0.4Si-0.1Hf-0.07C-0.01Zr-0.09B,4Al-4.9Ti,"Zhang, Y. Y. et al. Microstructure Evolution of Multicomponent ??-Strengthened Co-Based Superalloy at 750 °C and 1000 °C with Different Al and Ti Contents. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 51, 1755–1770 (2020).",1097,,,,43.83,30.04,4.08,11.95,1.98,4.85,1.04,0,0,1.55,0.07,0.01,0.09,0,0,0.41,0,0,0.1,0,0,0,0,0,0
Co-30.1Ni-5.6Al-11.9Cr-2.1W-4.3Ti-1.Ta-1.6Mo-0.4Si-0.1Hf-0.07C-0.01Zr-0.09B,5.5Al-5.2Ti,"Zhang, Y. Y. et al. Microstructure Evolution of Multicomponent ??-Strengthened Co-Based Superalloy at 750 °C and 1000 °C with Different Al and Ti Contents. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 51, 1755–1770 (2020).",1097,,,,42.795,30.1,5.59,11.89,2.1,4.31,0.95,0,0,1.6,0.071,0.009,0.085,0,0,0.39,0,0,0.11,0,0,0,0,0,0
Co-30.1Ni-7.1Al-12.1Cr-2.W-3.5Ti-1.Ta-1.3Mo-0.4Si-0.1Hf-0.08C-0.01Zr-0.09B,7Al-3.5Ti,"Zhang, Y. Y. et al. Microstructure Evolution of Multicomponent ??-Strengthened Co-Based Superalloy at 750 °C and 1000 °C with Different Al and Ti Contents. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 51, 1755–1770 (2020).",1095,,,,42.246,30.08,7.1,12.1,2.04,3.47,1.03,0,0,1.26,0.08,0.009,0.085,0,0,0.39,0,0,0.11,0,0,0,0,0,0
Co-30.Ni-4.Al-12.Cr-2.W-4.9Ti-1.Ta-1.5Mo-0.4Si-0.1Hf-0.07C-0.01Zr-0.09B,4Al-4.9Ti,"Zhang, Y. Y. Y. Y., Fu, H., Zhou, X., Zhang, Y. Y. Y. Y. & Xie, J. Enhanced mechanical properties of wrought ??-strengthened Co-base superalloys by adjusting the relative content of Al and Ti. Intermetallics 112, 106543 (2019).",1097,1280,1381,,43.92,30,4,12,2,4.9,1,0,0,1.5,0.07,0.01,0.09,0,0,0.41,0,0,0.1,0,0,0,0,0,0
Co-30.Ni-5.5Al-12.Cr-2.W-4.2Ti-1.Ta-1.5Mo-0.4Si-0.1Hf-0.07C-0.01Zr-0.09B,5.5Al-4.2Ti,"Zhang, Y. Y. Y. Y., Fu, H., Zhou, X., Zhang, Y. Y. Y. Y. & Xie, J. Enhanced mechanical properties of wrought ??-strengthened Co-base superalloys by adjusting the relative content of Al and Ti. Intermetallics 112, 106543 (2019).",1097,1291,1381,,43.135,30,5.5,12,2,4.2,1,0,0,1.5,0.071,0.009,0.085,0,0,0.39,0,0,0.11,0,0,0,0,0,0
Co-30.Ni-7.Al-12.Cr-2.W-3.5Ti-1.Ta-1.5Mo-0.4Si-0.1Hf-0.08C-0.01Zr-0.09B,7Al-3.5Ti,"Zhang, Y. Y. Y. Y., Fu, H., Zhou, X., Zhang, Y. Y. Y. Y. & Xie, J. Enhanced mechanical properties of wrought ??-strengthened Co-base superalloys by adjusting the relative content of Al and Ti. Intermetallics 112, 106543 (2019).",1095,1283,1380,,42.326,30,7,12,2,3.5,1,0,0,1.5,0.08,0.009,0.085,0,0,0.39,0,0,0.11,0,0,0,0,0,0
Co-30.Ni-6.Al-12.Cr-2.W-3.5Ti-1.Ta-1.5Mo-0.4Si-0.1Hf-0.09C-0.01Zr-0.08B,6Al-3.5Ti,"Zhang, Y. Y. Y. Y., Fu, H., Zhou, X., Zhang, Y. Y. Y. Y. & Xie, J. Enhanced mechanical properties of wrought ??-strengthened Co-base superalloys by adjusting the relative content of Al and Ti. Intermetallics 112, 106543 (2019).",1083,1298,1390,,43.322,30,6,12,2,3.5,1,0,0,1.5,0.085,0.009,0.084,0,0,0.39,0,0,0.11,0,0,0,0,0,0
Co-8.Al-3.W,8Al3W,"Zhang, Y. Y. Y., Fu, H., Zhou, X., Zhang, Y. Y. Y. & Xie, J. Effects of aluminum and molybdenum content on the microstructure and properties of multi-component ??-strengthened cobalt-base superalloys. Mater. Sci. Eng. A 737, 265–273 (2018).",1105,1309,,,89,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.Al-2.W-1.Mo,8Al2W1Mo,"Zhang, Y. Y. Y., Fu, H., Zhou, X., Zhang, Y. Y. Y. & Xie, J. Effects of aluminum and molybdenum content on the microstructure and properties of multi-component ??-strengthened cobalt-base superalloys. Mater. Sci. Eng. A 737, 265–273 (2018).",1095,1303,,,89,0,8,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.Al-3.W,6Al3W,"Zhang, Y. Y. Y., Fu, H., Zhou, X., Zhang, Y. Y. Y. & Xie, J. Effects of aluminum and molybdenum content on the microstructure and properties of multi-component ??-strengthened cobalt-base superalloys. Mater. Sci. Eng. A 737, 265–273 (2018).",1086,1326,,,91,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.Al-1.W-2.Mo,8Al1W2Mo,"Zhang, Y. Y. Y., Fu, H., Zhou, X., Zhang, Y. Y. Y. & Xie, J. Effects of aluminum and molybdenum content on the microstructure and properties of multi-component ??-strengthened cobalt-base superalloys. Mater. Sci. Eng. A 737, 265–273 (2018).",1086,1299,,,89,0,8,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.Al-2.W-1.Mo,6Al2W1Mo,"Zhang, Y. Y. Y., Fu, H., Zhou, X., Zhang, Y. Y. Y. & Xie, J. Effects of aluminum and molybdenum content on the microstructure and properties of multi-component ??-strengthened cobalt-base superalloys. Mater. Sci. Eng. A 737, 265–273 (2018).",1074,1320,,,91,0,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W-2.Ta-0.02B,Co–9Al–9W–2Ta–0.02B,"Zhong, F., Li, S. & Sha, J. Tensile behaviour of Co-Al-W-Ta-B-Mo alloys with a coherent ?/?’ microstructure at room and high temperatures. Mater. Sci. Eng. A 637, 175–182 (2015).",1091,,,,79.98,0,9,0,9,0,2,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-7.W-2.Ta-2.Mo-0.02B,Co–9Al–7W–2Ta–0.02B–2Mo,"Zhong, F., Li, S. & Sha, J. Tensile behaviour of Co-Al-W-Ta-B-Mo alloys with a coherent ?/?’ microstructure at room and high temperatures. Mater. Sci. Eng. A 637, 175–182 (2015).",1065,,,,79.98,0,9,0,7,0,2,0,0,2,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-5.W-2.Ta-4.Mo-0.02B,Co–9Al–5W–2Ta–0.02B–4Mo,"Zhong, F., Li, S. & Sha, J. Tensile behaviour of Co-Al-W-Ta-B-Mo alloys with a coherent ?/?’ microstructure at room and high temperatures. Mater. Sci. Eng. A 637, 175–182 (2015).",1043,,,,79.98,0,9,0,5,0,2,0,0,4,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Co-20.Ni-7.Al-7.W-4.Ti-2.Ta,20Ni,"Zhou, H. J. et al. Alloying effects on microstructural stability and ?? phase nano-hardness in Co-Al-W-Ta-Ti-base superalloys. in Proceedings of the International Symposium on Superalloys vols 2016-Janua 981–990 (Minerals, Metals and Materials Society, 2016).",1185,>1270,,,60,20,7,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-7.W-4.Ti-2.Ta-1.V,1V,"Zhou, H. J. et al. Alloying effects on microstructural stability and ?? phase nano-hardness in Co-Al-W-Ta-Ti-base superalloys. in Proceedings of the International Symposium on Superalloys vols 2016-Janua 981–990 (Minerals, Metals and Materials Society, 2016).",1166,1312,,,79,0,7,0,7,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-7.W-4.Ti-2.Ta,Baseline,"Zhou, H. J. et al. Alloying effects on microstructural stability and ?? phase nano-hardness in Co-Al-W-Ta-Ti-base superalloys. in Proceedings of the International Symposium on Superalloys vols 2016-Janua 981–990 (Minerals, Metals and Materials Society, 2016).",1160,1313,,,80,0,7,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-6.W-4.Ti-2.Ta-1.Nb,1Nb,"Zhou, H. J. et al. Alloying effects on microstructural stability and ?? phase nano-hardness in Co-Al-W-Ta-Ti-base superalloys. in Proceedings of the International Symposium on Superalloys vols 2016-Janua 981–990 (Minerals, Metals and Materials Society, 2016).",1150,1285,,,80,0,7,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-6.W-4.Ti-2.Ta-1.Mo,1Mo,"Zhou, H. J. et al. Alloying effects on microstructural stability and ?? phase nano-hardness in Co-Al-W-Ta-Ti-base superalloys. in Proceedings of the International Symposium on Superalloys vols 2016-Janua 981–990 (Minerals, Metals and Materials Society, 2016).",1143,1317,,,80,0,7,0,6,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.Al-4.Cr-7.W-4.Ti-2.Ta,4Cr,"Zhou, H. J. et al. Alloying effects on microstructural stability and ?? phase nano-hardness in Co-Al-W-Ta-Ti-base superalloys. in Proceedings of the International Symposium on Superalloys vols 2016-Janua 981–990 (Minerals, Metals and Materials Society, 2016).",1094,1323,,,76,0,7,4,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
