Shortname,Name,Paper,Yield Stress,Temperature C,Strain rate /s,Compression/Tension,Notes,Index,Co,Ni,Al,Cr,W,Ti,Ta,Nb,V,Mo,C,Zr,B,Ir,Re,Si,Fe,Y,Hf,Ge,Mn,Sc,Ru,Ce,Nd
Co-15.Cr-11.Ti,CTC-1,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",354.17,898.76,0.0001,1,,644,74,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti,CTC-1,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",215.68,1000,0.0001,1,,644,74,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti-1.Re,CTC-Re,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",682.89,25,0.0001,1,,777,73,0,0,15,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti-1.Re,CTC-Re,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",489.63,598.58,0.0001,1,,777,73,0,0,15,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti-1.Re,CTC-Re,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",447.43,751.33,0.0001,1,,777,73,0,0,15,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti-1.Re,CTC-Re,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",439.48,854.35,0.0001,1,,777,73,0,0,15,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti-1.Re,CTC-Re,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",424.16,902.31,0.0001,1,,777,73,0,0,15,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti-1.Re,CTC-Re,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",181.61,1003.6,0.0001,1,,777,73,0,0,15,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti-1.Ta,CTC-Ta,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",699.91,25,0.0001,1,,775,73,0,0,15,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti-1.Ta,CTC-Ta,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",553.95,600.36,0.0001,1,,775,73,0,0,15,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti-1.Ta,CTC-Ta,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",553.38,751.33,0.0001,1,,775,73,0,0,15,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti-1.Ta,CTC-Ta,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",445.17,849.02,0.0001,1,,775,73,0,0,15,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti-1.Ta,CTC-Ta,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",339.03,900.53,0.0001,1,,775,73,0,0,15,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-15.Cr-11.Ti-1.Ta,CTC-Ta,"Zenk, C. H. et al. The Effect of Alloying on the Thermophysical and Mechanical Properties of Co–Ti–Cr-Based Superalloys. in 909–919 (2020). doi:10.1007/978-3-030-51834-9_89.",160.8,1003.6,0.0001,1,,775,73,0,0,15,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-1.2Al-1.W-11.2Ti,WF_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",514,750,0.0001,1,compresssion,656,86.6,0,1.2,0,1,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-1.2Al-1.W-11.2Ti,WF_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",443,25,0.0001,1,compresssion,656,86.6,0,1.2,0,1,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-1.2Al-1.W-11.2Ti,WF_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",358,600,0.0001,1,compresssion,656,86.6,0,1.2,0,1,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-1.2Al-1.W-11.2Ti,WF_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",266,900,0.0001,1,compresssion,656,86.6,0,1.2,0,1,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.6Ti,WG_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",422,25,0.0001,1,compresssion,654,87.4,0,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.6Ti,WG_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",353,750,0.0001,1,compresssion,654,87.4,0,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.6Ti,WG_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",289,600,0.0001,1,compresssion,654,87.4,0,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.6Ti,WG_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",172,900,0.0001,1,compresssion,654,87.4,0,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-12.6Ti,WG_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",23,1050,0.0001,1,compresssion,654,87.4,0,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.7Al-2.5W-8.8Ti,WE_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",527,750,0.0001,1,compresssion,658,86,0,2.7,0,2.5,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.7Al-2.5W-8.8Ti,WE_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",454,25,0.0001,1,compresssion,658,86,0,2.7,0,2.5,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.7Al-2.5W-8.8Ti,WE_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",436,600,0.0001,1,compresssion,658,86,0,2.7,0,2.5,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.7Al-2.5W-8.8Ti,WE_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",278,900,0.0001,1,compresssion,658,86,0,2.7,0,2.5,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-2.7Al-2.5W-8.8Ti,WE_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",39,1050,0.0001,1,compresssion,658,86,0,2.7,0,2.5,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.2Al-3.7W-6.7Ti,WD_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",562,750,0.0001,1,compresssion,660,85.4,0,4.2,0,3.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.2Al-3.7W-6.7Ti,WD_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",497,25,0.0001,1,compresssion,660,85.4,0,4.2,0,3.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.2Al-3.7W-6.7Ti,WD_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",417,600,0.0001,1,compresssion,660,85.4,0,4.2,0,3.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.2Al-3.7W-6.7Ti,WD_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",323,900,0.0001,1,compresssion,660,85.4,0,4.2,0,3.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-4.2Al-3.7W-6.7Ti,WD_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",48,1050,0.0001,1,compresssion,660,85.4,0,4.2,0,3.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.Al-5.5W-4.3Ti,WC_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",598,750,0.0001,1,compresssion,662,84.2,0,6,0,5.5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.Al-5.5W-4.3Ti,WC_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",548,25,0.0001,1,compresssion,662,84.2,0,6,0,5.5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.Al-5.5W-4.3Ti,WC_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",438,600,0.0001,1,compresssion,662,84.2,0,6,0,5.5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.Al-5.5W-4.3Ti,WC_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",365,900,0.0001,1,compresssion,662,84.2,0,6,0,5.5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-6.Al-5.5W-4.3Ti,WC_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",51,1050,0.0001,1,compresssion,662,84.2,0,6,0,5.5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.5Al-6.8W-2.3Ti,WB_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",574,25,0.0001,1,compresssion,664,83.4,0,7.5,0,6.8,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.5Al-6.8W-2.3Ti,WB_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",505,750,0.0001,1,compresssion,664,83.4,0,7.5,0,6.8,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.5Al-6.8W-2.3Ti,WB_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",431,600,0.0001,1,compresssion,664,83.4,0,7.5,0,6.8,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-7.5Al-6.8W-2.3Ti,WB_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",339,900,0.0001,1,compresssion,664,83.4,0,7.5,0,6.8,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.9Al-8.2W,WA_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",573,25,0.0001,1,compresssion,667,82.9,0,8.9,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.9Al-8.2W,WA_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",477,750,0.0001,1,compresssion,667,82.9,0,8.9,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.9Al-8.2W,WA_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",396,600,0.0001,1,compresssion,667,82.9,0,8.9,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.9Al-8.2W,WA_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",321,900,0.0001,1,compresssion,667,82.9,0,8.9,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.9Al-8.2W,WA_B,"Zenk, C. H., Neumeier, S., Stone, H. J. & Göken, M. Mechanical properties and lattice misfit of ?/?’ strengthened Co-base superalloys in the Co-W-Al-Ti quaternary system. Intermetallics 55, 28–39 (2014).",66,1050,0.0001,1,compresssion,667,82.9,0,8.9,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-5.W-2.Ta-4.Mo-0.02B,Co–9Al–5W–2Ta–0.02B–4Mo,"Zhong, F., Li, S. & Sha, J. Tensile behaviour of Co-Al-W-Ta-B-Mo alloys with a coherent ?/?’ microstructure at room and high temperatures. Mater. Sci. Eng. A 637, 175–182 (2015).",580,600,0.0003,-1,tensile,190,79.98,0,9,0,5,0,2,0,0,4,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-5.W-2.Ta-4.Mo-0.02B,Co–9Al–5W–2Ta–0.02B–4Mo,"Zhong, F., Li, S. & Sha, J. Tensile behaviour of Co-Al-W-Ta-B-Mo alloys with a coherent ?/?’ microstructure at room and high temperatures. Mater. Sci. Eng. A 637, 175–182 (2015).",515,800,0.0003,-1,tensile,190,79.98,0,9,0,5,0,2,0,0,4,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-5.W-2.Ta-4.Mo-0.02B,Co–9Al–5W–2Ta–0.02B–4Mo,"Zhong, F., Li, S. & Sha, J. Tensile behaviour of Co-Al-W-Ta-B-Mo alloys with a coherent ?/?’ microstructure at room and high temperatures. Mater. Sci. Eng. A 637, 175–182 (2015).",439,700,0.0003,-1,tensile,190,79.98,0,9,0,5,0,2,0,0,4,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-7.W-2.Ta-2.Mo-0.02B,Co–9Al–7W–2Ta–0.02B–2Mo,"Zhong, F., Li, S. & Sha, J. Tensile behaviour of Co-Al-W-Ta-B-Mo alloys with a coherent ?/?’ microstructure at room and high temperatures. Mater. Sci. Eng. A 637, 175–182 (2015).",628,600,0.0003,-1,tensile,189,79.98,0,9,0,7,0,2,0,0,2,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-7.W-2.Ta-2.Mo-0.02B,Co–9Al–7W–2Ta–0.02B–2Mo,"Zhong, F., Li, S. & Sha, J. Tensile behaviour of Co-Al-W-Ta-B-Mo alloys with a coherent ?/?’ microstructure at room and high temperatures. Mater. Sci. Eng. A 637, 175–182 (2015).",540,800,0.0003,-1,tensile,189,79.98,0,9,0,7,0,2,0,0,2,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-7.W-2.Ta-2.Mo-0.02B,Co–9Al–7W–2Ta–0.02B–2Mo,"Zhong, F., Li, S. & Sha, J. Tensile behaviour of Co-Al-W-Ta-B-Mo alloys with a coherent ?/?’ microstructure at room and high temperatures. Mater. Sci. Eng. A 637, 175–182 (2015).",453,700,0.0003,-1,tensile,189,79.98,0,9,0,7,0,2,0,0,2,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W-2.Ta-0.02B,Co–9Al–9W–2Ta–0.02B,"Zhong, F., Li, S. & Sha, J. Tensile behaviour of Co-Al-W-Ta-B-Mo alloys with a coherent ?/?’ microstructure at room and high temperatures. Mater. Sci. Eng. A 637, 175–182 (2015).",651,600,0.0003,-1,tensile,680,79.98,0,9,0,9,0,2,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W-2.Ta-0.02B,Co–9Al–9W–2Ta–0.02B,"Zhong, F., Li, S. & Sha, J. Tensile behaviour of Co-Al-W-Ta-B-Mo alloys with a coherent ?/?’ microstructure at room and high temperatures. Mater. Sci. Eng. A 637, 175–182 (2015).",548,800,0.0003,-1,tensile,680,79.98,0,9,0,9,0,2,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Co-9.Al-9.W-2.Ta-0.02B,Co–9Al–9W–2Ta–0.02B,"Zhong, F., Li, S. & Sha, J. Tensile behaviour of Co-Al-W-Ta-B-Mo alloys with a coherent ?/?’ microstructure at room and high temperatures. Mater. Sci. Eng. A 637, 175–182 (2015).",462,700,0.0003,-1,tensile,680,79.98,0,9,0,9,0,2,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.Al-14.Cr-2.W,8Al2W14Cr,"Zhuang, X., Lu, S., Li, L. & Feng, Q. Microstructures and properties of a novel ??-strengthened multi-component CoNi-based wrought superalloy designed by CALPHAD method. Mater. Sci. Eng. A 780, (2020).",884,25,0.0001,1,compression,745,76,0,8,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.Al-14.Cr-2.W,8Al2W14Cr,"Zhuang, X., Lu, S., Li, L. & Feng, Q. Microstructures and properties of a novel ??-strengthened multi-component CoNi-based wrought superalloy designed by CALPHAD method. Mater. Sci. Eng. A 780, (2020).",717,600,0.0001,1,compression,745,76,0,8,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.Al-14.Cr-2.W,8Al2W14Cr,"Zhuang, X., Lu, S., Li, L. & Feng, Q. Microstructures and properties of a novel ??-strengthened multi-component CoNi-based wrought superalloy designed by CALPHAD method. Mater. Sci. Eng. A 780, (2020).",676,750,0.0001,1,compression,745,76,0,8,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.Al-14.Cr-2.W,8Al2W14Cr,"Zhuang, X., Lu, S., Li, L. & Feng, Q. Microstructures and properties of a novel ??-strengthened multi-component CoNi-based wrought superalloy designed by CALPHAD method. Mater. Sci. Eng. A 780, (2020).",620,800,0.0001,1,compression,745,76,0,8,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-8.Al-14.Cr-2.W,8Al2W14Cr,"Zhuang, X., Lu, S., Li, L. & Feng, Q. Microstructures and properties of a novel ??-strengthened multi-component CoNi-based wrought superalloy designed by CALPHAD method. Mater. Sci. Eng. A 780, (2020).",594,850,0.0001,1,compression,745,76,0,8,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-11.Al-5.9W-2.6Ta,Q14,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",818,25,0.0004,-1,tension,184,80.5,0,11,0,5.9,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-11.Al-5.9W-2.6Ta,Q14,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",733,500,0.0004,-1,tension,184,80.5,0,11,0,5.9,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-11.Al-5.9W-2.6Ta,Q14,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",709,600,0.0004,-1,tension,184,80.5,0,11,0,5.9,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-11.Al-5.9W-2.6Ta,Q14,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",703,700,0.0004,-1,tension,184,80.5,0,11,0,5.9,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-11.Al-5.9W-2.6Ta,Q14,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",660,800,0.0004,-1,tension,184,80.5,0,11,0,5.9,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-11.Al-5.9W-2.6Ta,Q14,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",606,900,0.0004,-1,tension,184,80.5,0,11,0,5.9,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co-11.Al-5.9W-2.6Ta,Q14,"Epishin, A., Petrushin, N., Nolze, G., Gerstein, G. & Maier, H. J. Investigation of the ??-Strengthened Quaternary Co-Based Alloys Co-Al-W-Ta. Metall. Mater. Trans. A Phys. Metall. Mater. Sci. 49, 4042–4057 (2018).",436,1000,0.0004,-1,tension,184,80.5,0,11,0,5.9,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
